UNIDADE,FONTE,CONDIÇÃO IDENTIFICADA,AÇÃO INDICADA,SETOR RESPONSÁVEL,SITUAÇÃO,ORÇAMENTO,APROVADO?,REALIZADO?,OBSERVAÇÕES
QI TIJUCA,COMPRAS,Cotação para obra de adequação do antigo estudio no prédio anexo para uma central pedagogica,TR 55920,COMPRAS,Resolvido,"R$ 13.300,00",SIM,SIM,
LEO BETA,COMPRAS,Placas Estacionamento - Leo Beta,TR 56286,COMPRAS,Resolvido,"R$ 3.341,22",SIM,SIM,
QI METROPOLITANO,COMPRAS,Esgoto está ligado irregularmente junto a passagem de águas pluviais,TR 58066,COMPRAS,Resolvido,"R$ 8.900,00",SIM,SIM,
QI METROPOLITANO,COMPRAS,marmoraria para instalação do piso do elevador,TR 62366,COMPRAS,Resolvido,"R$ 1.900,00",SIM,SIM,
LEO GAMA,COMPRAS,Cortinas para sala de aula,TR 62084,COMPRAS,Resolvido,"R$ 4.140,00",SIM,SIM,
SAP,UNIDADE,CERCA BAIXA NA COR BRANCA PARA GUARDA DE VELOCÍPEDES,TR 66438,COMPRAS,Resolvido,"R$ 3.400,00",SIM,SIM,
SAP,UNIDADE,BANCO COM ASSENTO MÉDIO EM AÇO NK 1907 - NA COR AMARELA E BANCO COM ASSENTO MÉDIO EM AÇO NK 1907 - CINZA,TR 87535,COMPRAS,Resolvido,"R$ 1.125,14",SIM,SIM,
AMERICANO,COMPRAS,compra e colocação a tabela de basquete,TR 64371,COMPRAS,Resolvido,"R$ 3.220,00",SIM,SIM,
QI FREGUESIA,COMPRAS,Instalação de tela de proteção escada do prédio anexo,TR 69618,COMPRAS,Resolvido,"R$ 430,00",SIM,SIM,
UNIFICADO ZONA SUL,COMPRAS,Grama sintética,TR 71437,COMPRAS,Resolvido,"R$ 2.116,00",SIM,SIM,
LEO GAMA,COMPRAS,caixa dagua,TR 74187,COMPRAS,Cancelado,,NÃO,NÃO,
LEO GAMA,COMPRAS,"escada de acesso a caixa d""água esta enferrujada e perigosa para acesso",TR 74291,COMPRAS,Cancelado,,NÃO,NÃO,
QI TIJUCA,COMPRAS,compra de futmesa,TR 74969,COMPRAS,Resolvido,"R$ 3.400,00",SIM,SIM,
LEO ALFA,COMPRAS,Custos de CFTV,,,,,,,
LEO ALFA,COMPRAS,Custos de alarme,,,,,,,
LEO GAMA,COMPRAS,Custos de CFTV,,,,,,,
LEO GAMA,COMPRAS,Custo de alarme,,,,,,,
LEO BETA,COMPRAS,Custo de CFTV,,,,,,,
LEO BETA,COMPRAS,Custo de cerca elétrica,,,,,,,
LEO BETA,COMPRAS,Custo de alarme,,,,,,,
AMERICANO,COMPRAS,Custo de CFTV,,,,,,,
AMERICANO,COMPRAS,Custo de cerca elétrica,,,,,,,
AMERICANO,COMPRAS,Custo de alarme,,,,,,,
UNIÃO,MANUTENÇÃO,Reforma do telhado,TR 64506,MANUTENÇÃO,Resolvido,"R$ 5.800,00",SIM,SIM,
UNIFICADO ZONA SUL,MANUTENÇÃO,Instalação de ar condicionado,TR 64889,FACILITIES,Resolvido,"R$ 2.420,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,Instalação de ar condicionado,TR 37526,COMPRAS,Resolvido,"R$ 5.802,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Instalação de ar condicionado,HEFLO 217482,,,,,,
MATRIZ TIJUCA,MANUTENÇÃO,Boleto emissão de ART,65352,FACILITIES,Resolvido,"R$ 103,03",SIM,SIM,
AMERICANO,MANUTENÇÃO,Reforma telhado,Sem TR informado corretamente,,,,,,
LEO ALFA,MANUTENÇÃO,Remoção de paralelepípedo e nivelamento da área,217485,,,,,,
AMERICANO,MANUTENÇÃO,Reforma do telhado,68025,MANUTENÇÃO,Resolvido,"R$ 33.765,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,Reforma do telhado,71326,MANUTENÇÃO,Resolvido,"R$ 11.255,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,"Serviço de Transporte, manuseio e acondicionamento de acervo arquivístico, confecção de tabela de temporalidade e digitalização.",71515,MANUTENÇÃO,Resolvido,"R$ 71.515,00",SIM,SIM,
LEO GAMA,MANUTENÇÃO,instalação de bocais,71066 e 75917,ARQUITETURA,Resolvido,"R$ 10.000,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Equipamentos conta incêndios,72584,FACILITIES,Resolvido,"R$ 3.400,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Equipamentos conta incêndios,72590,FACILITIES,Resolvido,"R$ 945,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,Reforma do telhado,72729,MANUTENÇÃO,Resolvido,"R$ 9.000,00",SIM,SIM,
UNIÃO,MANUTENÇÃO,Reforma do telhado,73086,MANUTENÇÃO,Resolvido,"R$ 8.700,00",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Material para manutenção,73230,MANUTENÇÃO,Resolvido,"R$ 441,80",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Material e mão de obra nova iluminação,73627,MANUTENÇÃO,Resolvido,"R$ 3.250,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Instalação de novo aparelho de ar condicionado,73677,MANUTENÇÃO,Resolvido,"R$ 11.590,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,Serviço de preparação em parede para receber adesivo,74205,MANUTENÇÃO,Resolvido,"R$ 2.800,00",SIM,SIM,
INTEGRA,MANUTENÇÃO,Locação guindaste,74595,FACILITIES,Resolvido,"R$ 2.500,00",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra de material elétrico,74606,FACILITIES,Resolvido,"R$ 2.280,00",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra de material elétrico,74623,FACILITIES,Resolvido,"R$ 1.264,06",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra chapa de aço,74633,FACILITIES,Resolvido,"R$ 949,01",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Aplicação sinteco,75270,FACILITIES,Resolvido,"R$ 9.114,69",SIM,SIM,
INTEGRA,MANUTENÇÃO,Serralheria,75605,FACILITIES,Resolvido,"R$ 5.000,00",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,MANUTENÇÃO,Serralheria,75607,FACILITIES,Resolvido,"R$ 10.000,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,Instalação alarme de incêndio 1/4,75260,FACILITIES,Resolvido,"R$ 5.995,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Compra de material,75695,FACILITIES,Resolvido,"R$ 67,80",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,MANUTENÇÃO,Compra de material elétrico,76086,FACILITIES,Resolvido,"R$ 1.446,54",SIM,SIM,
AMERICANO,MANUTENÇÃO,Obra do telhado,76312,MANUTENÇÃO,Resolvido,"R$ 9.000,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Modernização elevador,76482,FACILITIES,Resolvido,"R$ 44.096,40",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Modernização elevador,76531,FACILITIES,Resolvido,"R$ 72.944,46",SIM,SIM,
LEO BETA,MANUTENÇÃO,Instalação alarme de incêndio parcela 2/4,76623,FACILITIES,Resolvido,"R$ 5.995,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Compra de material,78480,FACILITIES,Resolvido,"R$ 473,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Compra de material,78487,FACILITIES,Resolvido,"R$ 484,96",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Compra de material,78493,FACILITIES,Resolvido,"R$ 195,00",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra de material,78512,FACILITIES,Resolvido,"R$ 258,02",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra de material,78517,FACILITIES,Resolvido,"R$ 766,36",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra de material,78531,FACILITIES,Resolvido,"R$ 40,90",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Reposicionamento ar condicionado,78537,FACILITIES,Resolvido,"R$ 400,00",SIM,SIM,
INTEGRA,MANUTENÇÃO,Compra de material,78560,FACILITIES,Resolvido,"R$ 107,70",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Substituição de portas adequadas,77676,MANUTENÇÃO,Resolvido,"R$ 3.890,00",SIM,SIM,
CUBO ABM,COMPRAS,Pintura artistica do muro,77420,CMEF,Resolvido,"R$ 35.000,00",SIM,SIM,
CUBO BOTAFOGO,COMPRAS,Quadro de aviso para sala de música,81655,COMPRAS,Resolvido,"R$ 850,00",SIM,SIM,
UNIFICADO ZONA SUL,COMPRAS,1 bebedouro,77854,COMPRAS,Cancelado,,NÃO,NÃO,
RAIZ SUL,COMPRAS,Estantes para organizar material,83284,COMPRAS,Resolvido,"R$ 1.848,00",SIM,SIM,
MATRIZ SÃO JOÃO DE MERITI,COMPRAS,Ar condicionado 18.000btu - Split 220v,84968,COMPRAS,Resolvido,"R$ 2.850,26",SIM,SIM,
QI RECREIO,COMPRAS,Revitalização dos pilares de sustentação da quadra de esporte que estão com corrosão devido a açao do tempo,85017,COMPRAS,Resolvido,"R$ 4.930,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,Instalação alarme de incêndio parcela 3/4,85567,MANUTENÇÃO,Resolvido,"R$ 5.995,00",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Criação de quadra no pátio frontal,ARQUITETURA,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Compra tanque de areia (Ateliê Quero Quero),COMPRAS,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Compra brinquedos  (Ateliê Quero Quero),COMPRAS,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Adaptação sala de aula - sala maker,ARQUITETURA,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Adaptação salas 3° pavto para sala 1° ano do Cubo,ARQUITETURA,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Fachada - Pintura,ARQUITETURA,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,Necessidade Adaptação BT --> GT + CGS,Compra enxoval (intervenções),COMPRAS,Em Andamento,,,,
RAIZ SEDE,MANUTENÇÃO,Tapete Passadeira emborrachada Antiderrapante cinza 1 metro de comprimento x 43 cm de largura - 7m,87240,MANUTENÇÃO,Resolvido,"R$ 195,30",SIM,SIM,
CUBO BOTAFOGO,MANUTENÇÃO,"Pintura e acerto de parede da escada, refazer a escada de acesso a galeria e nivelamento do piso da galeria",86535,MANUTENÇÃO,Resolvido,"R$ 40.250,00",SIM,SIM,
CUBO BOTAFOGO,MANUTENÇÃO,Confecção e Instalação de Portão na escada de acesso a quadra - Veneziana Preto,86523,COMPRAS,Resolvido,"R$ 6.500,00",SIM,SIM,
QI VALQUEIRE,UNIDADE,cafeteira com jarra em inox (para evitar que quebre) e com desligamento automático (para evitar superaquecimento).,86126,COMPRAS,Resolvido,"R$ 169,90",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,500 Ecobag 40x40 com a logo da marca Cubo Global e Creche Global Tree,87642 e 87637,COMPRAS,Resolvido,"R$ 5.890,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,"3000 Livro de Colorir tamanho A5, capa de oficio 90° e miolo de oficio com figuras de colorir, contendo 12 páginas de desenhos do mascote Joca para colorir",87446,COMPRAS,Resolvido,"R$ 3.600,00",SIM,SIM,
SAP,UNIDADE,SUBSTITUIÇÃO DO VISOR DA ESCADA POR JANELA DE CORRER,TR 90924,COMPRAS,Resolvido,"R$ 1.150,00",SIM,SIM,
MATRIZ MADUREIRA,UNIDADE,solicitação de um quadro de avisos no tamanho 120 x 200 cm para a sala da direção,86369,COMPRAS,Resolvido,"R$ 646,00",SIM,SIM,
CUBO BOTAFOGO,TI,"ThinkCentre neo 50s Gen 5, Intel® Core i5-14400 16GB 512GB SSD Windows Pro 11",88361,COMPRAS,Resolvido,"R$ 4.772,99",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,"2 mural - medida. 1,50 m de largurax1,00m de altura",88149,COMPRAS,Resolvido,"R$ 1.000,00",SIM,SIM,
SÁ PEREIRA MATRIZ,ARQUITETURA,"2 Sofá de Pallet Reclinado - envernizado - casa com pallet
2 Estofado: Encosto para Sofá Reclinado - cor laranja - casa com pallet
2 Estofado: Assento para Sofá Reclinado - cor amarela - casa com pallet",TR 89540,CMEF,Resolvido,"R$ 2.541,00",SIM,SIM,
SÁ PEREIRA MATRIZ,TI,10 Chromebook samsung 11.6 intel 4gb 64gb xe310xba-kt4br,TR 89526,COMPRAS,Resolvido,"R$ 14.959,90",SIM,SIM,
SÁ PEREIRA MATRIZ,MANUTENÇÃO,Vazamentos sala embaixo do piso monolítico da cobertura,ticket 58048 - retirada e instalação do piso,COMPRAS,Resolvido,"R$ 28.800,00",SIM,SIM,
CUBO BOTAFOGO,MANUTENÇÃO,"Confecção de Instalação de portas em veneziana nas cores do cubo - Verde	4
Confecção de Instalação de portas em veneziana nas cores do cubo - roxo	5",86529,COMPRAS,Resolvido,"R$ 18.035,52",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Substituição das portas de vidro da unidade,91295,COMPRAS,Resolvido,"R$ 41.486,00",SIM,SIM,
SAP,UNIDADE,"CERCA JARDIM DECORATIVA 10M X 1,20M ALTURA 20 METROS ROLO",TR 96964,COMPRAS,Resolvido,"R$ 1.437,00",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,2 Arquivo de aço com 4 gavetas 133CM X 46CM X 70CM - Amapá,TR 92579,COMPRAS,Resolvido,"R$ 1.558,00",SIM,SIM,
CUBO BOTAFOGO,ARQUITETURA,"Bancada inox 2,00 x 0,60m",88884,COMPRAS,Cancelado,,NÃO,NÃO,
AMERICANO,ARQUITETURA,2 Catracas em frente à secretaria,,COMPRAS,Em Andamento,,,,
AMERICANO,UNIDADE,"tela de projeção para auditório cerca de 4,10 x 2,50",89850,COMPRAS,Resolvido,"R$ 1.346,00",SIM,SIM,
GLOBAL TREE PENÍNSULA,MANUTENÇÃO,Forrar as escadas da unidade conforme foto em anexo,101305,MANUTENÇÃO,Cancelado,,NÃO,NÃO,
CUBO BOTAFOGO,ARQUITETURA,Troca das tabelas de basquete por modelo padrão NBA,94971,COMPRAS,Resolvido,"R$ 1.200,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Chamado 73293: Confecção de um depósito embaixo de uma escada já existente na Unidade. Necessário comprar o material acima descrito. Temos placas de drywall em depósito. Após o serviço será necessário realizar a pintura.,92537,COMPRAS,Resolvido,"R$ 600,27",SIM,SIM,
CUBO ABM,UNIDADE,8 Banco Cadeira Executiva Em Courino Nr17 Dentista Consultório,94628,COMPRAS,Resolvido,"R$ 3.993,00",SIM,SIM,
CUBO ABM,UNIDADE,2 futmesa,94630,COMPRAS,Resolvido,"R$ 3.573,80",SIM,SIM,
QI VALQUEIRE,UNIDADE,Biombo 3 metros,94834,COMPRAS,Resolvido,"R$ 465,90",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Mão de obra de manutenção das unidade,94857,MANUTENÇÃO,Resolvido,"R$ 3.965,37",SIM,SIM,
LEO BETA,MANUTENÇÃO,Mão de obra de manutenção das unidade,94862,MANUTENÇÃO,Resolvido,"R$ 3.965,37",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Mão de obra de manutenção das unidade,94865,MANUTENÇÃO,Resolvido,"R$ 3.965,37",SIM,SIM,
QI FREGUESIA,MANUTENÇÃO,Confeccao e instalação de uma rampa de ferro na porta do laboratório,93227,COMPRAS,Resolvido,"R$ 1.890,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Alarme de incêndio nos prédios A e B,Custos enviados pelo Bruno em e-mail,MANUTENÇÃO,Em Andamento,,,,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,2 - Exaustor Residencial 25cm Ventisol 130w 110v,96583,COMPRAS,Resolvido,"R$ 357,72",SIM,SIM,
MATRIZ ROCHA MIRANDA,MANUTENÇÃO,Ar-Condicionado split piso teto 36.000 Btus,95718,COMPRAS,Resolvido,"R$ 6.507,89",SIM,SIM,
SAP,UNIDADE,SOLICITAÇÃO DE CORTINA BRANCA BLACKOUT ROLO PARA BIBLIOTECA,TR 98618,COMPRAS,Resolvido,"R$ 1.650,00",SIM,SIM,
SAP,UNIDADE,SUBSTITUIÇÃO DE GRAMA - ESPAÇO AMARELINHA E JUJUBA,TR 105300,COMPRAS,Resolvido,"R$ 13.250,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Porta de vidro,97074,COMPRAS,Resolvido,"R$ 1.161,00",SIM,SIM,
MATRIZ TIJUCA,UNIDADE,"1) Mesa alunos e professores> EFAI, EFAF e EM - https://encurtador.com.br/V5ZSv

2) Kit 5 Cadeiras Iso Reforçada Escolas Consultórios Aço Cor Azul - https://abre.ai/nNV4

3) Armários aberto com prateleiras - https://abre.ai/nNV8

4) Armário Colmeia 100%mdf Organizador Estante Prateleira Loja Cor Branco - https://abre.ai/nNWa

5) Armário Escritório Multiuso Livreiro 3 Prateleiras Faroe - Branco Branco - https://abre.ai/nNWd

6) Puff Bau Porta Brinquedos Acento Sala Quarto Herois 90x45x45 - Caixa baú - https://abre.ai/nNWk

7) Mesa de computador para uso do estudante e professor(a) do AEE - Branco - https://abre.ai/nNWy

8) Espelho - https://abre.ai/nNWF


O pedido se faz emergencial pois estamos com denúncias no Ministério Público referente a unidade da Tijuca. Diante disso, precisamos atender à exigência de implantação de uma Sala de Recursos (Sala de Atendimento Educacional Especializado / AEE), até o dia 03 de novembro. ",96995,COMPRAS,Resolvido,"R$ 2.957,09",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Obra da estrutura passarela do elevador,97898,MANUTENÇÃO,Resolvido,"R$ 15.250,00",SIM,SIM,
BOM TEMPO,TI,"Notebook I5, 16GB e SSD de 240GB.",98508,COMPRAS,Resolvido,"R$ 3.324,05",SIM,SIM,
MATRIZ CAXIAS,UNIDADE,"Solicito a compra de uma TV de 32 polegadas-TV Smart, para ficar na secretaria, pois a unidade foi furtada.",97136,COMPRAS,Resolvido,"R$ 813,00",SIM,SIM,
SÁ PEREIRA CAPISTRANO,UNIDADE,Geladeira Frost Free Brastemp Inverse 447 Litros Inox - BRE57FK 110V,98809,COMPRAS,Resolvido,"R$ 4.170,50",SIM,SIM,
AMERICANO,UNIDADE,"poltronas nura	4
mesa de apoio	1
estante/divisória block tokstok	2",75647,COMPRAS,Resolvido,"R$ 7.890,89",SIM,SIM,
UNIFICADO ZONA SUL,UNIDADE,"poltronas nura	4
mesa de apoio	1
estante/divisória block tokstok	1",75645,COMPRAS,Resolvido,"R$ 7.140,00",SIM,SIM,
SÁ PEREIRA MATRIZ,MANUTENÇÃO,Desmontagem e montagem de brinquedo de madeira,TR 99342,COMPRAS,Resolvido,"R$ 1.800,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,Iluminação no bosque,98936,COMPRAS,Resolvido,"R$ 13.811,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,Material para iluminação da Quadra da unidade,100025,MANUTENÇÃO,Resolvido,"R$ 3.233,50",SIM,SIM,
SÁ PEREIRA CAPISTRANO,UNIDADE,Cafeteira Tradicional Industrial Inox 2 Litros 1300W Marchesoni,100380,COMPRAS,Resolvido,"R$ 805,43",SIM,SIM,
LEO BETA,MANUTENÇÃO,Colocação da porta de vidro da direção,100362,COMPRAS,Cancelado,,,,
LEO BETA,MANUTENÇÃO,Serviço de confecção e instalação de grade de proteção na janela da sala 28,100352,COMPRAS,Resolvido,"R$ 2.130,00",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,"Banco Cadeira Executiva Com Costura Dentistas, Consultórios",TR 100843,COMPRAS,Resolvido,"R$ 998,00",SIM,SIM,
AMERICANO,ARQUITETURA,instalação de Banner em lona no alambrado da quadra,100880,COMPRAS,Resolvido,"R$ 5.880,00",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,CMEF,Projeto CMEF,101537,COMPRAS,Resolvido,"R$ 12.396,34",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,Kit Playground Espumado Para Berçário,101396,COMPRAS,Resolvido,"R$ 1.140,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,250 ecobag estampadas 2 lados,101301,COMPRAS,Resolvido,"R$ 7.530,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,250 ecobag estampada 2 lados 39Lx40A,101297,COMPRAS,Resolvido,"R$ 7.530,00",SIM,SIM,
MATRIZ CENTRAL,TI,"Apresentador sem fio Logitech R500s com Laser Pointer Vermelho, USB ou Bluetooth, Aplicativo para Personalização e Alertas e Pilha Inclusa BT 1 UN",101298,COMPRAS,Resolvido,"R$ 154,90",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,MANUTENÇÃO,"Confecção e instalação de armário de alumínio sala BI - Altura - 64,5 cm Largura - 67 cm Comprimento 1,97 cm
Confecção e instalação de armário de alumínio sala Maternal II - Altura - 48 Cm Largura-33 cm Comprimento 68,5 Cm",96613,COMPRAS,Resolvido,"R$ 3.800,00",SIM,SIM,
RAIZ SUL,MANUTENÇÃO,ESCADA,102796,COMPRAS,Resolvido,"R$ 1.599,00",SIM,SIM,
RAIZ SUL,MANUTENÇÃO,ANDAIME,102794,COMPRAS,Cancelado,,,,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,"Condulete 1/2 Pol Eletroduto Sobrepor Branco - metro	06
Caixas de 4x2 para condulete - cor branca	02
Tampa cega para a caixa de condulete - cor branca	02
Unidut para PVC - cor branca	04",103047,COMPRAS,Resolvido,"R$ 42,50",SIM,SIM,
QI RECREIO,UNIDADE,Balcão Púlpito MDF 110cm x 60cm x 40cm Branco TX,103398,COMPRAS,Resolvido,"R$ 581,36",SIM,SIM,
QI VALQUEIRE,UNIDADE,"	
Identificação do novo local de atendimento",96087,COMPRAS,Resolvido,"R$ 295,00",SIM,SIM,
SAP,UNIDADE,INSTALAÇÃO DE INSULFILM JATEADO JANELA REFEITÓRIO,TR 104400,COMPRAS,Resolvido,"R$ 250,00",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,"Banco Cadeira Executiva Com Costura Dentistas, Consultórios	8",103880,COMPRAS,Resolvido,"R$ 3.992,00",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,"Saco Para Guardar Bolas Futebol Futsal Vôlei Basquete Rede para guardar Bolas -   6
Bola de Volêi Adams -     8
Bola De Futsal Stadium Arena Xxii - 8
Bola de Iniciação Kagiva N10 -     8
Bola Iniciação Kagiva de Borracha Nº 14 -     8",TR 103583,COMPRAS,Resolvido,"R$ 1.755,50",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,"Mesa imitando madeira	2
Cadeiras plásticas imitando madeira	6
Toldo fixo	1",103790,COMPRAS,Cancelado,,NÃO,NÃO,
QI VALQUEIRE,MANUTENÇÃO,Ar Condicionado de Janela 27.000 Btus Frio Mecânico 220v	01,103813,COMPRAS,Resolvido,"R$ 3.769,80",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,cavalete de pintura	10,104039,COMPRAS,Resolvido,"R$ 741,60",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,armário organizador de cartolinas	1,104042,COMPRAS,Resolvido,"R$ 775,98",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,"rechaud 6 cubas, 110v	1",104043,COMPRAS,Resolvido,"R$ 2.160,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,quadro branco móvel para os laboratórios e outros espaços,104560,COMPRAS,Resolvido,"R$ 1.288,58",SIM,SIM,
APOGEU ZONA NORTE,MANUTENÇÃO,Instalação de tela de proteção,104574,COMPRAS,Resolvido,"R$ 3.190,00",SIM,SIM,
QI METROPOLITANO,UNIDADE,SALA DE REUNIÃO,61427,COMPRAS,Resolvido,"R$ 36.831,25",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,"1000 Chaveiro plástico formato tijolo, amanho aproximado: 2,7 cm x 3,3 cm.",104827,COMPRAS,Resolvido,"R$ 725,00",SIM,SIM,
MATRIZ BANGU,CMEF,"1000 Squeeze plástica de 500ml com tampa, personalizada com a logo do Colégio Matriz Educação",105221,COMPRAS,Resolvido,"R$ 7.350,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,"confecção e instalação de estrutura metálica em ferro com 1,20m de altura a partir do chão, para fixação da placa",104988,COMPRAS,Resolvido,"R$ 680,00",SIM,SIM,
CUBO ABM,UNIDADE,futmesa,101553,COMPRAS,Resolvido,"R$ 3.509,00",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,MANUTENÇÃO,Colocação de Rede de Proteção,106043,COMPRAS,Cancelado,,,,
SAP,ARQUITETURA,Ajuste escada no pátio (degraus altos),,,,,,,
RAIZ SUL,COMPRAS,Estantes para organizar material,83284,COMPRAS,Resolvido,"R$ 1.848,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,"esqueleto humano 1,70cm",111921,COMPRAS,Cancelado,,,,
LEO ALFA,UNIDADE,"Conjunto de classes e cadeiras Evolution 04 MVM-04 + MVC-04 na cor cinza com vermelho - no mesmo modelo que já temos.	50
Conjunto de classes e cadeiras Evolution 06 MVM-06 + MVC-06 na cor cinza claro com cinza escuro - no mesmo modelo que já temos	140
armário de aço 2 portas na cor cinza com chave no tamanho 198 por 90cm	2
Armário com chave - madeira cor cinza claro medidas: alt.: 160cm, largura:90 cm, profundidade: 40 cm, 3 prateleiras.	8
- Armário com chave em madeira cor cinza claro medidas: alt.: 160cm, largura:90 cm, profundidade: 40 cm, 3	1
- Estantes de 3 níveis - estrutura em madeira com três chapas para acomodar livros e materiais (medidas estimadas: 250 cm de comprimento × 90 cm de altura × 30 cm de profundidade, com intervalo de 30 cm para cada prateleira)	7
armário de aço 2 portas na cor cinza com chave no tamanho 198 por 80cm	6
Estante pequena para livros (60cm x 23 cm x 63cm)	1
Armário Roupeiro Aço 16 Portas Academia Guarda Volume Trinco Laranja	3
mesas redondas para 6 cadeiras infantil	4
Estante de Aço com 6 Prateleiras Cinza - 194 cm X 91cm X 30 cm	6
estante de madeira para livros brinquedoteca infantil	1",111871,COMPRAS,Resolvido,"R$ 130.969,54",SIM,SIM,
SAP,UNIDADE,"30 Cadeira T6 cinza - T6 - Acima de 14 anos - 41 (L) x 46 (A) x 45 (P) cm
30 mesa individual aluno T6- T6 (acima de 14 anos) 60(L) x 76(A) x 45(P)
3 Cadeira Edera Concha Laminada Estofada Couro Caramelo / Amêndoa
3 Cadeira de Escritório Giratória Preta c/ braço",111543,COMPRAS,Resolvido,"R$ 26.001,90",SIM,SIM,
GLOBAL TREE PENÍNSULA,MANUTENÇÃO,Solicito revestimento em toda a escada com tapete preto tipo moeda emborrachado,104384,COMPRAS,Cancelado,,,,
